ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL
31,Geneva,Geneva Open,26/05/2017,ATP250,Outdoor,Clay,Semifinals,3,Zverev M.,Nishikori K.,33,9,1165,3560,6,4,3,6,6,3,,,,,2,1,Completed,4.5,1.2,4.3,1.18,4.5,1.2,4.92,1.22,5.05,1.23
31,Geneva,Geneva Open,26/05/2017,ATP250,Outdoor,Clay,Semifinals,3,Wawrinka S.,Kuznetsov An.,3,85,5445,615,6,3,7,6,,,,,,,2,0,Completed,1.3,3.5,1.27,3.45,1.3,3.5,1.31,3.92,1.35,3.92
31,Geneva,Geneva Open,27/05/2017,ATP250,Outdoor,Clay,The Final,3,Wawrinka S.,Zverev M.,3,33,5445,1165,4,6,6,3,6,3,,,,,2,1,Completed,1.22,4.33,1.21,3.95,1.25,4,1.26,4.44,1.27,4.44
32,Lyon,Lyon Open,21/05/2017,ATP250,Outdoor,Clay,1st Round,3,Basilashvili N.,Coric B.,71,40,731,1011,6,4,5,7,6,4,,,,,2,1,Completed,3.75,1.25,3.85,1.22,4,1.25,4.1,1.27,4.33,1.29
32,Lyon,Lyon Open,21/05/2017,ATP250,Outdoor,Clay,1st Round,3,Thompson J.,Paire B.,90,45,590,950,6,7,7,6,6,4,,,,,2,1,Completed,3.25,1.33,3.2,1.3,3.25,1.36,3.5,1.34,3.74,1.36
32,Lyon,Lyon Open,22/05/2017,ATP250,Outdoor,Clay,1st Round,3,Seppi A.,Dzumhur D.,83,96,631,565,7,6,6,4,,,,,,,2,0,Completed,2,1.72,1.95,1.75,2,1.8,2.05,1.85,2.1,1.85
32,Lyon,Lyon Open,22/05/2017,ATP250,Outdoor,Clay,1st Round,3,Chung H.,Young D.,68,51,749,910,6,2,6,3,,,,,,,2,0,Completed,1.28,3.5,1.27,3.45,1.3,3.5,1.3,3.82,1.33,3.85
32,Lyon,Lyon Open,22/05/2017,ATP250,Outdoor,Clay,1st Round,3,Kicker N.,Brown D.,94,75,575,685,6,4,6,4,,,,,,,2,0,Completed,2.1,1.66,2,1.72,2,1.8,2.02,1.87,2.12,1.87
32,Lyon,Lyon Open,22/05/2017,ATP250,Outdoor,Clay,1st Round,3,Elias G.,Albot R.,125,86,455,613,2,6,6,4,6,2,,,,,2,1,Completed,1.61,2.2,1.6,2.2,1.57,2.38,1.65,2.37,1.67,2.38
32,Lyon,Lyon Open,22/05/2017,ATP250,Outdoor,Clay,1st Round,3,Istomin D.,Kokkinakis T.,81,N/A,649,N/A,6,3,6,4,,,,,,,2,0,Completed,1.5,2.5,1.55,2.3,1.53,2.5,1.67,2.33,1.67,2.5
32,Lyon,Lyon Open,22/05/2017,ATP250,Outdoor,Clay,1st Round,3,Simon G.,Medvedev D.,32,65,1175,782,7,5,6,7,6,2,,,,,2,1,Completed,1.3,3.4,1.3,3.2,1.33,3.4,1.34,3.57,1.38,3.78
32,Lyon,Lyon Open,23/05/2017,ATP250,Outdoor,Clay,1st Round,3,Khachanov K.,Olivo R.,54,91,860,587,6,2,6,4,,,,,,,2,0,Completed,1.22,4,1.21,3.95,1.2,4.5,1.23,4.67,1.23,4.85
32,Lyon,Lyon Open,23/05/2017,ATP250,Outdoor,Clay,1st Round,3,Berlocq C.,Sandgren T.,63,112,799,494,6,2,6,4,,,,,,,2,0,Completed,1.25,3.75,1.23,3.75,1.29,3.75,1.26,4.25,1.3,4.33
32,Lyon,Lyon Open,23/05/2017,ATP250,Outdoor,Clay,1st Round,3,Edmund K.,Monteiro T.,50,95,911,570,2,6,6,4,6,1,,,,,2,1,Completed,1.33,3.25,1.35,2.95,1.4,3,1.42,3.09,1.43,3.25
32,Lyon,Lyon Open,23/05/2017,ATP250,Outdoor,Clay,1st Round,3,Del Potro J.M.,Halys Q.,30,126,1305,453,7,5,6,4,,,,,,,2,0,Completed,1.08,8,1.08,6.5,1.1,7,1.11,7.74,1.11,10
32,Lyon,Lyon Open,23/05/2017,ATP250,Outdoor,Clay,2nd Round,3,Basilashvili N.,Seppi A.,71,83,731,631,6,4,6,4,,,,,,,2,0,Completed,2,1.72,1.95,1.75,2,1.8,2.16,1.78,2.16,1.83
32,Lyon,Lyon Open,23/05/2017,ATP250,Outdoor,Clay,2nd Round,3,Kicker N.,Kyrgios N.,94,19,575,2155,2,6,6,4,6,2,,,,,2,1,Completed,5,1.16,4.75,1.15,5,1.17,5.39,1.19,5.5,1.21
32,Lyon,Lyon Open,24/05/2017,ATP250,Outdoor,Clay,2nd Round,3,Raonic M.,Istomin D.,6,81,4360,649,6,4,6,3,,,,,,,2,0,Completed,1.11,6.5,1.1,5.9,1.13,6,1.16,6.1,1.16,7
32,Lyon,Lyon Open,24/05/2017,ATP250,Outdoor,Clay,2nd Round,3,Elias G.,Del Potro J.M.,125,30,455,1305,7,6,6,4,,,,,,,2,0,Completed,6,1.12,5.2,1.13,6,1.13,6.02,1.17,6.02,1.19
32,Lyon,Lyon Open,24/05/2017,ATP250,Outdoor,Clay,2nd Round,3,Khachanov K.,Thompson J.,54,90,860,590,6,2,7,6,,,,,,,2,0,Completed,1.33,3.25,1.32,3.1,1.36,3.25,1.36,3.45,1.36,3.61
32,Lyon,Lyon Open,24/05/2017,ATP250,Outdoor,Clay,2nd Round,3,Tsonga J.W.,Berlocq C.,13,63,2870,799,6,7,6,2,6,3,,,,,2,1,Completed,1.44,2.62,1.45,2.55,1.53,2.5,1.52,2.73,1.56,2.79
32,Lyon,Lyon Open,24/05/2017,ATP250,Outdoor,Clay,2nd Round,3,Simon G.,Edmund K.,32,50,1175,911,3,6,7,5,6,4,,,,,2,1,Completed,1.9,1.8,1.85,1.85,1.91,1.91,2.02,1.88,2.05,1.93
32,Lyon,Lyon Open,24/05/2017,ATP250,Outdoor,Clay,2nd Round,3,Berdych T.,Chung H.,14,68,2780,749,6,3,7,5,,,,,,,2,0,Completed,1.61,2.2,1.62,2.15,1.62,2.25,1.72,2.25,1.75,2.38
32,Lyon,Lyon Open,25/05/2017,ATP250,Outdoor,Clay,Quarterfinals,3,Basilashvili N.,Kicker N.,71,94,731,575,6,3,6,1,,,,,,,2,0,Completed,1.57,2.37,1.55,2.3,1.67,2.2,1.65,2.41,1.83,2.41
32,Lyon,Lyon Open,25/05/2017,ATP250,Outdoor,Clay,Quarterfinals,3,Tsonga J.W.,Khachanov K.,13,54,2870,860,6,0,6,4,,,,,,,2,0,Completed,1.53,2.5,1.5,2.4,1.53,2.5,1.58,2.58,1.59,2.75
32,Lyon,Lyon Open,25/05/2017,ATP250,Outdoor,Clay,Quarterfinals,3,Raonic M.,Elias G.,6,125,4360,455,6,4,6,3,,,,,,,2,0,Completed,1.12,6,1.12,5.4,1.14,5.5,1.16,6.46,1.16,6.46
32,Lyon,Lyon Open,25/05/2017,ATP250,Outdoor,Clay,Quarterfinals,3,Berdych T.,Simon G.,14,32,2780,1175,6,4,6,0,,,,,,,2,0,Completed,1.44,2.75,1.45,2.55,1.57,2.38,1.47,2.97,1.56,2.97
32,Lyon,Lyon Open,26/05/2017,ATP250,Outdoor,Clay,Semifinals,3,Tsonga J.W.,Basilashvili N.,13,71,2870,731,6,2,3,6,6,1,,,,,2,1,Completed,1.25,4,1.21,3.95,1.29,3.75,1.24,4.65,1.29,4.65
32,Lyon,Lyon Open,26/05/2017,ATP250,Outdoor,Clay,Semifinals,3,Berdych T.,Raonic M.,14,6,2780,4360,7,6,7,6,,,,,,,2,0,Completed,2.5,1.53,2.5,1.47,2.38,1.57,2.71,1.54,2.71,1.61
32,Lyon,Lyon Open,27/05/2017,ATP250,Outdoor,Clay,The Final,3,Tsonga J.W.,Berdych T.,13,14,2870,2780,7,6,7,5,,,,,,,2,0,Completed,2,1.8,1.95,1.75,2,1.8,2.04,1.88,2.04,1.88
33,Paris,French Open,28/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Zeballos H.,Mannarino A.,65,54,793,871,7,5,6,3,6,4,,,,,3,0,Completed,2,1.8,1.95,1.75,1.91,1.91,2.09,1.83,2.09,1.91
33,Paris,French Open,28/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Garcia-Lopez G.,Muller G.,153,27,372,1530,7,6,6,7,6,2,6,2,,,3,1,Completed,3,1.4,2.95,1.35,2.75,1.44,3.22,1.4,3.22,1.46
33,Paris,French Open,28/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Ramos-Vinolas A.,Copil M.,20,94,2065,577,6,7,6,1,6,4,6,2,,,3,1,Completed,1.2,4.5,1.18,4.3,1.2,4.5,1.22,4.85,1.23,4.85
33,Paris,French Open,28/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Bonzi B.,Medvedev D.,266,66,198,782,5,7,6,4,6,1,3,1,,,2,1,Retired,2.75,1.44,2.65,1.42,2.75,1.44,2.95,1.46,2.95,1.48
33,Paris,French Open,28/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Daniel T.,Janowicz J.,102,164,544,345,6,4,6,4,6,4,,,,,3,0,Completed,1.72,2.1,1.62,2.15,1.67,2.2,1.69,2.3,1.77,2.31
33,Paris,French Open,28/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Carreno Busta P.,Mayer F.,21,44,2045,967,6,4,6,2,6,2,,,,,3,0,Completed,1.08,8,1.06,7.25,1.1,7,1.09,9.35,1.17,9.35
33,Paris,French Open,28/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Dimitrov G.,Robert S.,13,114,2900,490,6,2,6,3,6,4,,,,,3,0,Completed,1.01,17,1.01,11.5,1.03,11,1.03,17.65,1.04,17.65
33,Paris,French Open,28/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Karlovic I.,Tsitsipas S.,24,205,1820,264,7,6,7,5,6,4,,,,,3,0,Completed,1.66,2.2,1.65,2.1,1.73,2.1,1.75,2.2,1.75,2.33
33,Paris,French Open,28/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Kukushkin M.,Sandgren T.,85,113,630,494,6,2,6,1,6,4,,,,,3,0,Completed,1.44,2.75,1.42,2.65,1.44,2.75,1.5,2.8,1.5,2.88
33,Paris,French Open,28/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Trungelliti M.,Halys Q.,162,126,348,453,3,6,6,7,7,6,6,4,6,4,3,2,Completed,2,1.8,2,1.72,2,1.8,2.2,1.75,2.2,1.85
33,Paris,French Open,28/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Thiem D.,Tomic B.,7,39,4145,1015,6,4,6,0,6,2,,,,,3,0,Completed,1.01,17,1.01,11.5,1.04,11,1.04,16.3,1.04,17
33,Paris,French Open,28/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Robredo T.,Evans D.,274,55,192,854,5,7,6,4,6,3,6,1,,,3,1,Completed,1.61,2.3,1.57,2.25,1.57,2.38,1.65,2.4,1.69,2.4
33,Paris,French Open,28/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Pouille L.,Benneteau J.,17,98,2320,554,7,6,3,6,4,6,6,3,6,4,3,2,Completed,1.08,8,1.06,7.25,1.08,7.5,1.08,9.87,1.08,10.1
33,Paris,French Open,28/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Bellucci T.,Lajovic D.,61,81,827,669,4,6,7,5,6,4,6,4,,,3,1,Completed,1.53,2.5,1.5,2.4,1.5,2.63,1.56,2.6,1.56,2.65
33,Paris,French Open,28/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Haase R.,De Minaur A.,46,240,948,224,6,2,6,3,6,1,,,,,3,0,Completed,1.14,5.5,1.13,5.2,1.17,5,1.16,6.05,1.18,6.95
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Bedene A.,Harrison R.,52,42,898,998,6,4,6,0,3,6,6,1,,,3,1,Completed,1.25,4,1.21,3.95,1.25,4,1.25,4.46,1.25,4.46
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Stakhovsky S.,Lu Y.H.,123,60,458,828,6,3,6,4,7,6,,,,,3,0,Completed,1.5,2.62,1.45,2.55,1.44,2.75,1.43,3.05,1.52,3.07
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Raonic M.,Darcis S.,6,38,4450,1016,6,3,6,4,6,2,,,,,3,0,Completed,1.08,8,1.07,7,1.08,7.5,1.1,8.67,1.1,8.75
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Schwartzman D.,Rublev A.,41,118,1005,483,0,6,6,4,6,2,6,7,9,7,3,2,Completed,1.12,6,1.1,5.9,1.14,5.5,1.13,7.05,1.14,7.1
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Basilashvili N.,Simon G.,63,32,811,1200,1,6,6,2,6,4,6,1,,,3,1,Completed,2.75,1.44,2.65,1.42,3,1.4,2.95,1.46,3.08,1.5
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Troicki V.,Donskoy E.,35,99,1135,554,7,6,6,4,6,0,,,,,3,0,Completed,1.16,5,1.17,4.4,1.2,4.5,1.21,5,1.21,5.05
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Bautista Agut R.,Millman J.,18,142,2155,416,6,2,6,2,0,6,6,1,,,3,1,Completed,1.04,13,1.03,9,1.04,11,1.04,15.92,1.05,16.5
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Vesely J.,Sock J.,57,15,840,2415,7,5,7,5,6,3,,,,,3,0,Completed,3,1.4,2.95,1.35,3.25,1.36,3.44,1.36,3.44,1.41
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Johnson S.,Sugita Y.,26,78,1565,674,6,3,6,3,6,7,6,7,6,3,3,2,Completed,1.22,4.33,1.18,4.3,1.17,5,1.21,5,1.23,5
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Sousa J.,Tipsarevic J.,59,58,830,840,4,6,7,6,6,2,6,2,,,3,1,Completed,1.9,1.9,1.85,1.85,1.91,1.91,1.93,1.97,1.95,1.97
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,Granollers M.,2,77,7445,675,6,3,6,4,6,2,,,,,3,0,Completed,1.01,21,1.01,11.5,1.02,15,1.02,22.73,1.02,26.86
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Napolitano S.,Zverev M.,187,31,293,1311,4,6,7,5,6,2,6,2,,,3,1,Completed,3.5,1.3,3.2,1.3,3,1.4,3.35,1.38,3.55,1.4
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Dutra Silva R.,Youzhny M.,380,86,121,624,4,6,7,6,2,6,7,6,6,2,3,2,Completed,1.66,2.2,1.65,2.1,1.67,2.2,1.74,2.22,1.74,2.3
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Goffin D.,Mathieu P.H.,12,120,3055,471,6,2,6,2,6,2,,,,,3,0,Completed,1.07,9,1.05,7.75,1.08,7.5,1.08,10.44,1.08,10.5
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Nadal R.,Paire B.,4,45,5375,950,6,1,6,4,6,1,,,,,3,0,Completed,1.01,21,1.01,11.5,1.02,15,1.02,22.73,1.02,26.86
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Bolelli S.,Mahut N.,470,48,78,935,6,4,6,2,6,2,,,,,3,0,Completed,1.8,2,1.72,2,1.8,2,1.75,2.2,1.83,2.2
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Coric B.,Bourgue M.,40,156,1011,358,7,6,6,3,6,2,,,,,3,0,Completed,1.1,7,1.09,6.25,1.13,6,1.13,7.05,1.13,7.45
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Seppi A.,Giraldo S.,83,107,651,517,4,6,6,1,6,2,6,2,,,3,1,Completed,1.66,2.2,1.65,2.1,1.73,2.1,1.77,2.18,1.77,2.2
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Kravchuk K.,Delbonis F.,129,139,446,420,6,3,6,4,7,6,,,,,3,0,Completed,6.5,1.11,5.4,1.12,6,1.13,6.2,1.16,6.6,1.16
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Cilic M.,Gulbis E.,8,230,3765,230,6,3,6,3,6,3,,,,,3,0,Completed,1.06,10,1.04,8.5,1.08,7.5,1.06,12.02,1.08,12.02
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Ferrer D.,Young D.,33,51,1185,910,5,7,6,3,4,6,6,3,13,11,3,2,Completed,1.14,5.5,1.13,5.2,1.14,5.5,1.16,6.16,1.16,6.62
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Estrella Burgos V.,Gabashvili T.,90,146,595,401,6,7,2,6,7,6,6,3,6,2,3,2,Completed,2.62,1.5,2.5,1.47,2.75,1.44,2.73,1.52,2.75,1.57
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Cuevas P.,Hamou M.,23,287,1865,181,6,3,6,2,6,4,,,,,3,0,Completed,1.06,10,1.04,8.5,1.07,8,1.07,11,1.09,11
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Lopez F.,Fratangelo B.,36,138,1115,425,6,4,7,6,6,3,,,,,3,0,Completed,1.5,2.62,1.47,2.5,1.5,2.63,1.51,2.76,1.57,2.78
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Kicker N.,Dzumhur D.,87,96,624,565,6,3,2,6,6,3,6,4,,,3,1,Completed,2.62,1.5,2.55,1.45,2.75,1.44,2.84,1.49,2.84,1.61
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Fognini F.,Tiafoe F.,29,68,1350,769,6,4,6,3,3,6,1,6,6,0,3,2,Completed,1.3,3.5,1.32,3.1,1.36,3.25,1.4,3.25,1.42,3.5
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Gasquet R.,De Greef A.,25,127,1605,452,6,2,3,6,6,1,6,3,,,3,1,Completed,1.11,6.5,1.09,6.25,1.13,6,1.11,8.02,1.13,8.14
33,Paris,French Open,29/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Herbert P.H.,Donaldson J.,82,72,662,731,6,4,7,6,6,4,,,,,3,0,Completed,1.72,2.1,1.65,2.1,1.67,2.2,1.72,2.25,1.73,2.28
33,Paris,French Open,30/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Istomin D.,Escobedo E.,80,75,669,685,7,6,6,3,6,4,,,,,3,0,Completed,2,1.8,1.9,1.8,1.91,1.91,1.99,1.92,2,1.92
33,Paris,French Open,30/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Kyrgios N.,Kohlschreiber P.,19,43,2155,990,6,3,7,6,6,3,,,,,3,0,Completed,1.53,2.5,1.5,2.4,1.5,2.63,1.56,2.62,1.56,2.75
33,Paris,French Open,30/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Klizan M.,Lokoli L.,50,285,925,183,7,6,6,3,4,6,0,6,6,4,3,2,Completed,1.22,4.33,1.22,3.85,1.25,4,1.27,4.22,1.28,4.7
33,Paris,French Open,30/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Del Potro J. M.,Pella G.,30,115,1325,489,6,2,6,1,6,4,,,,,3,0,Completed,1.25,4,1.27,3.45,1.29,3.75,1.34,3.56,1.34,4
33,Paris,French Open,30/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Dolgopolov O.,Berlocq C.,89,64,611,801,7,5,6,3,6,4,,,,,3,0,Completed,2.1,1.72,2.15,1.62,2.2,1.67,2.27,1.71,2.32,1.72
33,Paris,French Open,30/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Chung H.,Querrey S.,67,28,781,1495,6,4,3,6,6,3,6,3,,,3,1,Completed,2.1,1.72,1.95,1.75,2,1.8,2.02,1.88,2.18,1.88
33,Paris,French Open,30/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Wawrinka S.,Kovalik J.,3,152,5695,376,6,2,7,6,6,3,,,,,3,0,Completed,1.07,9,1.03,9,1.05,10,1.05,13.9,1.08,13.9
33,Paris,French Open,30/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Anderson K.,Jaziri M.,56,71,845,741,7,6,6,3,7,6,,,,,3,0,Completed,1.12,6,1.12,5.4,1.14,5.5,1.15,6.35,1.15,6.5
33,Paris,French Open,30/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Almagro N.,Baghdatis M.,69,62,755,825,6,7,6,4,6,3,7,6,,,3,1,Completed,1.44,2.75,1.38,2.8,1.44,2.75,1.45,3,1.48,3.1
33,Paris,French Open,30/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Verdasco F.,Zverev A.,37,10,1085,3150,6,4,3,6,6,4,6,2,,,3,1,Completed,5,1.16,4.6,1.16,5,1.17,5.23,1.2,5.38,1.2
33,Paris,French Open,30/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Khachanov K.,Jarry N.,53,207,896,262,6,4,3,6,7,6,6,1,,,3,1,Completed,1.28,3.75,1.19,4.2,1.25,4,1.29,4.05,1.29,5
33,Paris,French Open,30/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Nishikori K.,Kokkinakis T.,9,N/A,3650,N/A,4,6,6,1,6,4,6,4,,,3,1,Completed,1.02,17,1.01,11.5,1.03,11,1.03,17.65,1.03,18.5
33,Paris,French Open,30/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Chardy J.,Albot R.,74,88,705,613,6,2,6,4,7,6,,,,,3,0,Completed,1.14,5.5,1.13,5.2,1.17,5,1.17,6.02,1.17,6.02
33,Paris,French Open,30/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Murray A.,Kuznetsov An.,1,73,10370,705,6,4,4,6,6,2,6,0,,,3,1,Completed,1.16,5,1.15,4.75,1.17,5,1.18,5.55,1.18,5.8
33,Paris,French Open,30/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Lorenzi P.,Berankis R.,34,188,1153,290,6,0,6,2,6,4,,,,,3,0,Completed,1.3,3.5,1.28,3.35,1.3,3.5,1.32,3.74,1.32,3.74
33,Paris,French Open,30/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Monfils G.,Brown D.,16,76,2365,685,6,4,7,5,6,0,,,,,3,0,Completed,1.08,8,1.07,7,1.08,7.5,1.1,8.67,1.1,8.67
33,Paris,French Open,30/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Monteiro T.,Muller A.,95,330,570,145,7,6,2,6,4,6,7,6,6,0,3,2,Completed,1.08,8,1.09,6.25,1.1,7,1.13,7.05,1.13,8
33,Paris,French Open,30/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Edmund K.,Elias G.,49,108,933,512,6,3,6,2,7,5,,,,,3,0,Completed,1.3,3.5,1.3,3.2,1.3,3.5,1.34,3.56,1.38,3.56
33,Paris,French Open,30/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Isner J.,Thompson J.,22,92,2020,592,6,3,4,6,7,6,6,3,,,3,1,Completed,1.25,4,1.2,4.1,1.22,4.33,1.2,5.24,1.27,5.24
33,Paris,French Open,30/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Berdych T.,Struff J.L.,14,47,2885,943,6,1,6,1,4,6,6,4,,,3,1,Completed,1.2,4.5,1.18,4.3,1.2,4.5,1.24,4.65,1.24,5
33,Paris,French Open,31/05/2017,Grand Slam,Outdoor,Clay,1st Round,5,Olivo R.,Tsonga J.W.,91,11,593,3120,7,5,6,4,6,7,6,4,,,3,1,Completed,15,1.03,11.5,1.01,15,1.02,22.73,1.02,26.86,1.03
33,Paris,French Open,31/05/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Goffin D.,Stakhovsky S.,12,123,3055,458,6,2,6,4,3,6,6,3,,,3,1,Completed,1.04,13,1.02,10,1.05,10,1.04,15.92,1.05,15.92
33,Paris,French Open,31/05/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Johnson S.,Coric B.,26,40,1565,1011,6,2,7,6,3,6,7,6,,,3,1,Completed,2.62,1.5,2.4,1.5,2.5,1.53,2.61,1.56,2.63,1.59
33,Paris,French Open,31/05/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Thiem D.,Bolelli S.,7,470,4145,78,7,5,6,1,6,3,,,,,3,0,Completed,1.05,11,1.03,9,1.05,11,1.05,13.9,1.06,14.35
33,Paris,French Open,31/05/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Schwartzman D.,Napolitano S.,41,187,1005,293,6,3,7,5,6,2,,,,,3,0,Completed,1.12,6,1.14,5,1.17,5,1.17,6.02,1.2,6.06
33,Paris,French Open,31/05/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Zeballos H.,Karlovic I.,65,24,793,1820,7,6,7,6,6,3,,,,,3,0,Completed,1.66,2.2,1.65,2.1,1.73,2.1,1.77,2.18,1.77,2.25
33,Paris,French Open,31/05/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Dimitrov G.,Robredo T.,13,274,2900,192,6,3,6,4,7,5,,,,,3,0,Completed,1.16,5,1.15,4.75,1.17,5,1.15,6.35,1.2,6.35
33,Paris,French Open,31/05/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Basilashvili N.,Troicki V.,63,35,811,1135,7,6,7,6,7,6,,,,,3,0,Completed,1.72,2.1,1.75,1.95,1.8,2,1.88,2.02,1.94,2.13
33,Paris,French Open,31/05/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Garcia-Lopez G.,Trungelliti M.,153,162,372,348,7,5,6,4,7,5,,,,,3,0,Completed,1.57,2.37,1.57,2.25,1.62,2.25,1.71,2.28,1.71,2.45
33,Paris,French Open,31/05/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Sousa J.,2,59,7445,830,6,1,6,4,6,3,,,,,3,0,Completed,1.01,21,1.01,11.5,1.03,11,1.02,24.52,1.03,24.52
33,Paris,French Open,31/05/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Nadal R.,Haase R.,4,46,5375,948,6,1,6,4,6,3,,,,,3,0,Completed,1.01,21,1.01,11.5,1.01,21,1.02,24.52,1.02,28.75
33,Paris,French Open,31/05/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Raonic M.,Dutra Silva R.,6,380,4450,121,4,6,6,2,6,3,6,4,,,3,1,Completed,1.05,11,1.03,9,1.05,10,1.05,13.44,1.07,15
33,Paris,French Open,31/05/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Ramos-Vinolas A.,Bonzi B.,20,266,2065,198,6,2,6,1,6,1,,,,,3,0,Completed,1.03,15,1.03,9,1.03,12,1.07,11,1.07,15
33,Paris,French Open,31/05/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Carreno Busta P.,Daniel T.,21,102,2045,544,7,5,6,4,4,6,6,0,,,3,1,Completed,1.1,7,1.08,6.5,1.1,7,1.1,8.83,1.12,8.83
