ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL
1,Brisbane,Brisbane International,01/01/2017,ATP250,Outdoor,Hard,1st Round,3,Thompson J.,Ymer E.,79,160,689,372,6,3,6,2,,,,,,,2,0,Completed,1.28,3.5,1.22,3.5,1.3,3.5,1.31,3.73,1.33,3.9
1,Brisbane,Brisbane International,02/01/2017,ATP250,Outdoor,Hard,1st Round,3,Mahut N.,Robert S.,39,54,1102,854,4,6,6,3,6,4,,,,,2,1,Completed,1.5,2.5,1.45,2.35,1.53,2.5,1.58,2.52,1.59,2.55
1,Brisbane,Brisbane International,02/01/2017,ATP250,Outdoor,Hard,1st Round,3,Ferrer D.,Tomic B.,21,26,1785,1465,6,3,7,5,,,,,,,2,0,Completed,1.9,1.8,1.88,1.75,2,1.8,2.1,1.81,2.15,1.82
1,Brisbane,Brisbane International,02/01/2017,ATP250,Outdoor,Hard,1st Round,3,Edmund K.,Escobedo E.,45,141,1001,443,7,6,7,6,,,,,,,2,0,Completed,1.36,3,1.35,2.75,1.4,3,1.42,3.09,1.42,3.25
1,Brisbane,Brisbane International,02/01/2017,ATP250,Outdoor,Hard,1st Round,3,Dimitrov G.,Johnson S.,17,33,2035,1320,6,2,6,3,,,,,,,2,0,Completed,1.4,2.75,1.38,2.65,1.4,3,1.41,3.13,1.46,3.13
1,Brisbane,Brisbane International,03/01/2017,ATP250,Outdoor,Hard,1st Round,3,Donaldson J.,Muller G.,105,34,570,1255,6,4,6,4,,,,,,,2,0,Completed,2.62,1.44,2.5,1.4,2.62,1.5,2.74,1.51,2.75,1.51
1,Brisbane,Brisbane International,03/01/2017,ATP250,Outdoor,Hard,1st Round,3,Groth S.,Herbert P.H.,180,78,320,698,6,3,5,7,7,5,,,,,2,1,Completed,2.25,1.57,2.25,1.52,2.25,1.62,2.34,1.66,2.4,1.66
1,Brisbane,Brisbane International,03/01/2017,ATP250,Outdoor,Hard,1st Round,3,Pouille L.,Simon G.,15,25,2156,1585,7,6,7,6,,,,,,,2,0,Completed,1.8,1.9,1.75,1.85,1.91,1.91,1.93,1.95,1.93,2
1,Brisbane,Brisbane International,03/01/2017,ATP250,Outdoor,Hard,1st Round,3,Troicki V.,Nishioka Y.,29,100,1385,604,6,4,7,5,,,,,,,2,0,Completed,1.5,2.5,1.45,2.4,1.5,2.5,1.54,2.62,1.54,2.85
1,Brisbane,Brisbane International,03/01/2017,ATP250,Outdoor,Hard,1st Round,3,Schwartzman D.,Querrey S.,52,31,864,1355,6,2,6,4,,,,,,,2,0,Completed,2.2,1.61,2.05,1.62,2.2,1.67,2.2,1.74,2.3,1.74
1,Brisbane,Brisbane International,03/01/2017,ATP250,Outdoor,Hard,1st Round,3,Zverev M.,De Minaur A.,51,351,874,132,6,3,6,3,,,,,,,2,0,Completed,1.44,2.62,1.38,2.6,1.5,2.62,1.49,2.8,1.5,2.8
1,Brisbane,Brisbane International,03/01/2017,ATP250,Outdoor,Hard,1st Round,3,Nadal R.,Dolgopolov O.,9,62,3300,760,6,3,6,3,,,,,,,2,0,Completed,1.16,5,1.14,4.3,1.17,5,1.15,6.34,1.2,6.34
1,Brisbane,Brisbane International,04/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Nishikori K.,Donaldson J.,5,105,4905,570,4,6,6,4,6,3,,,,,2,1,Completed,1.1,7,1.11,4.8,1.12,6,1.12,7.58,1.14,7.58
1,Brisbane,Brisbane International,04/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Thompson J.,Ferrer D.,79,21,689,1785,4,6,7,5,7,5,,,,,2,1,Completed,4.5,1.18,3.8,1.18,4.5,1.2,4.93,1.22,5,1.23
1,Brisbane,Brisbane International,04/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Edmund K.,Pouille L.,45,15,1001,2156,6,3,3,1,,,,,,,1,0,Retired,2.62,1.44,2.35,1.48,2.5,1.53,2.6,1.56,2.75,1.57
1,Brisbane,Brisbane International,04/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Wawrinka S.,Troicki V.,4,29,5315,1385,7,6,6,4,,,,,,,2,0,Completed,1.3,3.4,1.25,3.1,1.3,3.5,1.34,3.6,1.35,3.6
1,Brisbane,Brisbane International,05/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Dimitrov G.,Mahut N.,17,39,2035,1102,6,2,6,4,,,,,,,2,0,Completed,1.18,4.5,1.2,3.75,1.25,4,1.21,5,1.25,5
1,Brisbane,Brisbane International,05/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Thiem D.,Groth S.,8,180,3415,320,7,6,6,3,,,,,,,2,0,Completed,1.16,4.5,1.2,3.75,1.22,4.33,1.22,4.97,1.25,4.97
1,Brisbane,Brisbane International,05/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Raonic M.,Schwartzman D.,3,52,5450,864,6,3,6,2,,,,,,,2,0,Completed,1.14,5.5,1.1,5.25,1.14,5.5,1.15,6.44,1.17,6.44
1,Brisbane,Brisbane International,05/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Nadal R.,Zverev M.,9,51,3300,874,6,1,6,1,,,,,,,2,0,Completed,1.12,6,1.09,5.25,1.11,6.5,1.14,6.76,1.14,6.8
1,Brisbane,Brisbane International,06/01/2017,ATP250,Outdoor,Hard,Quarterfinals,3,Wawrinka S.,Edmund K.,4,45,5315,1001,6,7,6,4,6,4,,,,,2,1,Completed,1.28,3.5,1.3,3,1.3,3.4,1.33,3.77,1.33,3.8
1,Brisbane,Brisbane International,06/01/2017,ATP250,Outdoor,Hard,Quarterfinals,3,Nishikori K.,Thompson J.,5,79,4905,689,6,1,6,1,,,,,,,2,0,Completed,1.16,5,1.12,4.75,1.17,5,1.15,6.73,1.2,6.73
1,Brisbane,Brisbane International,06/01/2017,ATP250,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,Thiem D.,17,8,2035,3415,6,3,4,6,6,3,,,,,2,1,Completed,1.66,2.1,1.62,2.05,1.73,2.1,1.68,2.36,1.78,2.36
1,Brisbane,Brisbane International,06/01/2017,ATP250,Outdoor,Hard,Quarterfinals,3,Raonic M.,Nadal R.,3,9,5450,3300,4,6,6,3,6,4,,,,,2,1,Completed,2.37,1.53,2.35,1.45,2.5,1.53,2.31,1.7,2.6,1.7
1,Brisbane,Brisbane International,07/01/2017,ATP250,Outdoor,Hard,Semifinals,3,Nishikori K.,Wawrinka S.,5,4,4905,5315,7,6,6,3,,,,,,,2,0,Completed,1.61,2.25,1.62,2.05,1.62,2.25,1.61,2.52,1.75,2.6
1,Brisbane,Brisbane International,07/01/2017,ATP250,Outdoor,Hard,Semifinals,3,Dimitrov G.,Raonic M.,17,3,2035,5450,7,6,6,2,,,,,,,2,0,Completed,2.75,1.44,2.4,1.45,2.75,1.44,2.99,1.46,3,1.5
1,Brisbane,Brisbane International,08/01/2017,ATP250,Outdoor,Hard,The Final,3,Dimitrov G.,Nishikori K.,17,5,2035,4905,6,2,2,6,6,3,,,,,2,1,Completed,2.75,1.44,2.5,1.42,2.75,1.44,2.74,1.53,2.85,1.55
2,Chennai,Chennai Open,02/01/2017,ATP250,Outdoor,Hard,1st Round,3,Darcis S.,Mektic N.,86,331,658,144,6,2,6,3,,,,,,,2,0,Completed,1.22,4,1.22,3.5,1.22,4.33,1.26,4.25,1.26,4.33
2,Chennai,Chennai Open,02/01/2017,ATP250,Outdoor,Hard,1st Round,3,Sela D.,Dzumhur D.,96,77,616,699,6,2,6,2,,,,,,,2,0,Completed,2,1.72,1.95,1.68,2,1.73,2.1,1.81,2.1,1.83
2,Chennai,Chennai Open,02/01/2017,ATP250,Outdoor,Hard,1st Round,3,Medvedev D.,Monteiro T.,99,82,611,674,6,3,6,3,,,,,,,2,0,Completed,1.18,4.5,1.17,4,1.18,4.33,1.25,4.36,1.25,4.7
2,Chennai,Chennai Open,02/01/2017,ATP250,Outdoor,Hard,1st Round,3,Kovalik J.,Elias G.,117,81,501,675,6,7,6,4,6,2,,,,,2,1,Completed,1.44,2.62,1.45,2.4,1.48,2.5,1.57,2.55,1.57,2.75
2,Chennai,Chennai Open,02/01/2017,ATP250,Outdoor,Hard,1st Round,3,Chung H.,Coric B.,104,48,571,945,6,3,7,5,,,,,,,2,0,Completed,1.66,2.1,1.68,1.95,1.8,2,1.79,2.12,1.83,2.14
2,Chennai,Chennai Open,03/01/2017,ATP250,Outdoor,Hard,1st Round,3,Olivo R.,Ruud C.,83,225,670,231,7,6,6,2,,,,,,,2,0,Completed,1.8,1.9,1.82,1.82,1.91,1.91,1.94,1.94,1.94,2
2,Chennai,Chennai Open,03/01/2017,ATP250,Outdoor,Hard,1st Round,3,Bedene A.,Garcia-Lopez G.,101,70,592,725,6,3,6,3,,,,,,,2,0,Completed,1.66,2.1,1.68,1.95,1.67,2.1,1.74,2.2,1.74,2.25
2,Chennai,Chennai Open,03/01/2017,ATP250,Outdoor,Hard,1st Round,3,Lu Y.H.,Albot R.,64,97,754,614,6,2,6,1,,,,,,,2,0,Completed,1.25,3.75,1.22,3.5,1.29,3.5,1.29,3.9,1.31,4
2,Chennai,Chennai Open,03/01/2017,ATP250,Outdoor,Hard,1st Round,3,Paire B.,Kravchuk K.,47,85,960,660,6,3,6,4,,,,,,,2,0,Completed,1.5,2.5,1.42,2.4,1.5,2.62,1.53,2.67,1.54,2.67
2,Chennai,Chennai Open,03/01/2017,ATP250,Outdoor,Hard,1st Round,3,Bhambri Y.,Ramanathan R.,474,227,83,231,6,1,6,1,,,,,,,2,0,Completed,1.4,2.75,1.4,2.6,1.44,2.75,1.43,3.02,1.5,3.02
2,Chennai,Chennai Open,03/01/2017,ATP250,Outdoor,Hard,1st Round,3,Dutra Silva R.,Lajovic D.,440,93,92,627,7,6,4,6,7,6,,,,,2,1,Completed,3,1.36,2.7,1.35,2.75,1.4,3.1,1.41,3.1,1.42
2,Chennai,Chennai Open,03/01/2017,ATP250,Outdoor,Hard,1st Round,3,Youzhny M.,Myneni S.,57,192,826,287,6,4,6,3,,,,,,,2,0,Completed,1.44,2.62,1.38,2.6,1.44,2.75,1.41,3.14,1.45,3.2
2,Chennai,Chennai Open,04/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Medvedev D.,Lu Y.H.,99,64,611,754,6,4,6,3,,,,,,,2,0,Completed,2.5,1.5,2.25,1.52,2.25,1.57,2.44,1.63,2.5,1.63
2,Chennai,Chennai Open,04/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Ramos-Vinolas A.,Darcis S.,27,86,1435,658,6,2,6,0,,,,,,,2,0,Completed,1.72,2,1.75,1.88,1.8,1.91,1.91,2,1.91,2.04
2,Chennai,Chennai Open,04/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Kovalik J.,Cilic M.,117,6,501,3650,7,6,5,7,7,5,,,,,2,1,Completed,7,1.1,5.5,1.08,6.5,1.1,8.67,1.1,8.67,1.11
2,Chennai,Chennai Open,04/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Sela D.,Chung H.,96,104,616,571,6,2,6,2,,,,,,,2,0,Completed,2.62,1.44,2.4,1.45,2.75,1.44,2.95,1.46,2.95,1.5
2,Chennai,Chennai Open,05/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Youzhny M.,Olivo R.,57,83,826,670,6,1,7,5,,,,,,,2,0,Completed,1.28,3.5,1.3,3,1.3,3.4,1.35,3.51,1.36,3.51
2,Chennai,Chennai Open,05/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Bautista Agut R.,Dutra Silva R.,14,440,2350,92,6,3,6,2,,,,,,,2,0,Completed,1.11,6.5,1.1,5.1,1.11,6,1.13,7.04,1.14,7.04
2,Chennai,Chennai Open,05/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Paire B.,Bhambri Y.,47,474,960,83,6,3,6,4,,,,,,,2,0,Completed,1.44,2.62,1.42,2.5,1.5,2.5,1.53,2.68,1.53,2.75
2,Chennai,Chennai Open,05/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Bedene A.,Klizan M.,101,35,592,1230,7,6,6,7,7,6,,,,,2,1,Completed,1.57,2.25,1.55,2.15,1.57,2.25,1.59,2.52,1.62,2.52
2,Chennai,Chennai Open,06/01/2017,ATP250,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Kovalik J.,99,117,611,501,6,1,6,4,,,,,,,2,0,Completed,1.36,3,1.4,2.5,1.4,2.75,1.44,3.06,1.5,3.06
2,Chennai,Chennai Open,06/01/2017,ATP250,Outdoor,Hard,Quarterfinals,3,Sela D.,Ramos-Vinolas A.,96,27,616,1435,7,5,6,4,,,,,,,2,0,Completed,2.62,1.44,2.6,1.38,2.5,1.5,2.65,1.56,2.85,1.56
2,Chennai,Chennai Open,06/01/2017,ATP250,Outdoor,Hard,Quarterfinals,3,Paire B.,Bedene A.,47,101,960,592,6,3,6,0,,,,,,,2,0,Completed,1.57,2.25,1.58,2.1,1.62,2.2,1.73,2.26,1.74,2.33
2,Chennai,Chennai Open,06/01/2017,ATP250,Outdoor,Hard,Quarterfinals,3,Bautista Agut R.,Youzhny M.,14,57,2350,826,2,6,6,4,6,4,,,,,2,1,Completed,1.22,4,1.22,3.3,1.25,3.75,1.26,4.4,1.3,4.4
2,Chennai,Chennai Open,07/01/2017,ATP250,Outdoor,Hard,Semifinals,3,Medvedev D.,Sela D.,99,96,611,616,4,6,7,6,6,2,,,,,2,1,Completed,1.61,2.3,1.52,2.25,1.62,2.2,1.68,2.35,1.72,2.35
2,Chennai,Chennai Open,07/01/2017,ATP250,Outdoor,Hard,Semifinals,3,Bautista Agut R.,Paire B.,14,47,2350,960,6,3,6,3,,,,,,,2,0,Completed,1.44,2.75,1.42,2.5,1.4,2.75,1.46,2.99,1.52,2.99
2,Chennai,Chennai Open,08/01/2017,ATP250,Outdoor,Hard,The Final,3,Bautista Agut R.,Medvedev D.,14,99,2350,611,6,3,6,4,,,,,,,2,0,Completed,1.28,3.75,1.33,2.85,1.33,3.4,1.3,4,1.35,4
3,Doha,Qatar Exxon Mobil Open,02/01/2017,ATP250,Outdoor,Hard,1st Round,3,Brown D.,Bagnis F.,72,56,710,835,6,1,6,7,6,4,,,,,2,1,Completed,1.36,3,1.3,3,1.33,3.4,1.41,3.14,1.41,3.4
3,Doha,Qatar Exxon Mobil Open,02/01/2017,ATP250,Outdoor,Hard,1st Round,3,Vesely J.,Yuksel A.,55,507,848,73,6,2,6,3,,,,,,,2,0,Completed,1.05,10,1.06,6.25,1.1,7,1.06,11.37,1.1,11.37
3,Doha,Qatar Exxon Mobil Open,02/01/2017,ATP250,Outdoor,Hard,1st Round,3,Almagro N.,Lorenzi P.,44,40,1013,1090,7,6,4,6,6,3,,,,,2,1,Completed,1.66,2.1,1.62,2.05,1.8,2,1.67,2.33,1.8,2.33
3,Doha,Qatar Exxon Mobil Open,02/01/2017,ATP250,Outdoor,Hard,1st Round,3,Djokovic N.,Struff J.L.,2,63,11780,758,7,6,6,3,,,,,,,2,0,Completed,1.03,15,1.02,7.75,1.02,13,1.04,14.14,1.05,17
3,Doha,Qatar Exxon Mobil Open,02/01/2017,ATP250,Outdoor,Hard,1st Round,3,Zeballos H.,Mayer F.,71,50,722,903,6,7,6,4,7,6,,,,,2,1,Completed,2.37,1.53,2.3,1.5,2.25,1.62,2.62,1.54,2.62,1.62
3,Doha,Qatar Exxon Mobil Open,02/01/2017,ATP250,Outdoor,Hard,1st Round,3,Goffin D.,Haase R.,11,59,2750,795,7,6,6,2,,,,,,,2,0,Completed,1.16,5,1.14,4.4,1.14,5,1.16,6.02,1.17,6.02
3,Doha,Qatar Exxon Mobil Open,02/01/2017,ATP250,Outdoor,Hard,1st Round,3,Stepanek R.,Baghdatis M.,107,36,558,1140,6,4,5,3,,,,,,,1,0,Retired,2.2,1.61,2.1,1.58,2.2,1.62,2.28,1.69,2.35,1.73
3,Doha,Qatar Exxon Mobil Open,02/01/2017,ATP250,Outdoor,Hard,1st Round,3,De Greef A.,Safwat M.,134,199,456,278,6,7,7,5,6,4,,,,,2,1,Completed,2.25,1.57,2.2,1.52,2.2,1.62,2.46,1.61,2.49,1.62
3,Doha,Qatar Exxon Mobil Open,02/01/2017,ATP250,Outdoor,Hard,1st Round,3,Verdasco F.,Pospisil V.,42,133,1035,456,7,5,6,0,,,,,,,2,0,Completed,1.8,1.9,1.68,1.95,1.8,2,1.89,2,1.89,2.05
3,Doha,Qatar Exxon Mobil Open,03/01/2017,ATP250,Outdoor,Hard,1st Round,3,Khachanov K.,Zayid M.S.,53,1277,863,5,6,1,6,3,,,,,,,2,0,Completed,1.005,34,1,10,1,21,1.01,25.62,1.01,34
3,Doha,Qatar Exxon Mobil Open,03/01/2017,ATP250,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Jaziri M.,32,58,1325,814,6,2,7,6,,,,,,,2,0,Completed,1.36,3,1.35,2.65,1.4,2.75,1.45,2.94,1.45,3.1
3,Doha,Qatar Exxon Mobil Open,03/01/2017,ATP250,Outdoor,Hard,1st Round,3,Melzer G.,Mathieu P.H.,68,73,728,710,6,7,6,3,6,2,,,,,2,1,Completed,2.2,1.61,2.05,1.62,2.2,1.62,2.2,1.74,2.25,1.78
3,Doha,Qatar Exxon Mobil Open,03/01/2017,ATP250,Outdoor,Hard,1st Round,3,Tsonga J.W.,Kuznetsov An.,12,46,2550,970,6,1,4,6,6,2,,,,,2,1,Completed,1.28,3.5,1.25,3.1,1.3,3.4,1.29,3.9,1.33,3.9
3,Doha,Qatar Exxon Mobil Open,03/01/2017,ATP250,Outdoor,Hard,1st Round,3,Karlovic I.,Marchenko I.,20,74,1795,705,7,6,7,6,,,,,,,2,0,Completed,1.4,2.75,1.4,2.6,1.44,2.75,1.44,3,1.45,3.05
3,Doha,Qatar Exxon Mobil Open,03/01/2017,ATP250,Outdoor,Hard,1st Round,3,Murray A.,Chardy J.,1,69,12410,725,6,0,7,6,,,,,,,2,0,Completed,1.04,13,1.02,7.5,1.03,13,1.03,16.29,1.05,16.29
3,Doha,Qatar Exxon Mobil Open,03/01/2017,ATP250,Outdoor,Hard,1st Round,3,Berdych T.,Giannessi A.,10,128,3060,475,7,6,6,2,,,,,,,2,0,Completed,1.08,8,1.07,6,1.06,9,1.08,9.69,1.1,9.69
3,Doha,Qatar Exxon Mobil Open,04/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Almagro N.,Kohlschreiber P.,44,32,1013,1325,7,6,7,6,,,,,,,2,0,Completed,2.5,1.5,2.4,1.45,2.5,1.5,2.54,1.58,2.54,1.61
3,Doha,Qatar Exxon Mobil Open,04/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Verdasco F.,Goffin D.,42,11,1035,2750,6,1,7,6,,,,,,,2,0,Completed,3.25,1.33,3,1.3,3,1.36,3.56,1.34,3.6,1.38
3,Doha,Qatar Exxon Mobil Open,04/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Stepanek R.,De Greef A.,107,134,558,456,6,3,6,2,,,,,,,2,0,Completed,1.22,4,1.25,3.3,1.25,3.75,1.26,4.34,1.26,4.34
3,Doha,Qatar Exxon Mobil Open,04/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Berdych T.,Vesely J.,10,55,3060,848,7,6,1,6,6,1,,,,,2,1,Completed,1.28,3.5,1.25,3.3,1.29,3.75,1.34,3.56,1.36,3.9
3,Doha,Qatar Exxon Mobil Open,04/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Djokovic N.,Zeballos H.,2,71,11780,722,6,3,6,4,,,,,,,2,0,Completed,1.02,19,1,10,1.02,15,1.02,22.73,1.02,26
3,Doha,Qatar Exxon Mobil Open,04/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Murray A.,Melzer G.,1,68,12410,728,7,6,7,5,,,,,,,2,0,Completed,1.005,26,1.01,8.75,1.02,15,1.02,22.73,1.02,28.5
3,Doha,Qatar Exxon Mobil Open,04/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Karlovic I.,Khachanov K.,20,53,1795,863,7,6,7,6,,,,,,,2,0,Completed,1.57,2.25,1.48,2.3,1.67,2.2,1.65,2.38,1.69,2.38
3,Doha,Qatar Exxon Mobil Open,04/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Tsonga J.W.,Brown D.,12,72,2550,710,6,1,6,3,,,,,,,2,0,Completed,1.18,4.5,1.15,4.2,1.2,4.5,1.17,5.8,1.2,5.8
3,Doha,Qatar Exxon Mobil Open,05/01/2017,ATP250,Outdoor,Hard,Quarterfinals,3,Verdasco F.,Karlovic I.,42,20,1035,1795,6,2,7,5,,,,,,,2,0,Completed,1.72,2,1.68,1.95,1.8,2,1.82,2.13,1.91,2.16
3,Doha,Qatar Exxon Mobil Open,05/01/2017,ATP250,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Stepanek R.,2,107,11780,558,6,3,6,3,,,,,,,2,0,Completed,1.02,17,1.01,8.5,,21,1.03,19.28,1.03,24.75
3,Doha,Qatar Exxon Mobil Open,05/01/2017,ATP250,Outdoor,Hard,Quarterfinals,3,Murray A.,Almagro N.,1,44,12410,1013,7,6,7,5,,,,,,,2,0,Completed,1.05,11,1.05,6.5,1.05,10,1.05,14.88,1.07,14.88
3,Doha,Qatar Exxon Mobil Open,05/01/2017,ATP250,Outdoor,Hard,Quarterfinals,3,Berdych T.,Tsonga J.W.,10,12,3060,2550,7,5,6,3,,,,,,,2,0,Completed,2.2,1.61,2.2,1.52,2.25,1.62,2.25,1.74,2.4,1.74
3,Doha,Qatar Exxon Mobil Open,06/01/2017,ATP250,Outdoor,Hard,Semifinals,3,Djokovic N.,Verdasco F.,2,42,11780,1035,4,6,7,6,6,3,,,,,2,1,Completed,1.08,8,1.04,6.75,1.06,9,1.11,8.57,1.11,9.65
3,Doha,Qatar Exxon Mobil Open,06/01/2017,ATP250,Outdoor,Hard,Semifinals,3,Murray A.,Berdych T.,1,10,12410,3060,6,3,6,4,,,,,,,2,0,Completed,1.14,5.5,1.14,4.5,1.14,5.5,1.17,6.12,1.17,6.24
3,Doha,Qatar Exxon Mobil Open,07/01/2017,ATP250,Outdoor,Hard,The Final,3,Djokovic N.,Murray A.,2,1,11780,12410,6,3,5,7,6,4,,,,,2,1,Completed,2.3,1.61,2.1,1.6,2.2,1.67,2.28,1.72,2.35,1.75
4,Auckland,ASB Classic,08/01/2017,ATP250,Outdoor,Hard,1st Round,3,Johnson S.,Robert S.,33,53,1320,854,6,4,6,3,,,,,,,2,0,Completed,1.33,3.25,1.33,2.75,1.36,3.25,1.34,3.5,1.36,3.6
4,Auckland,ASB Classic,09/01/2017,ATP250,Outdoor,Hard,1st Round,3,Haase R.,Tearney F.,58,447,795,90,6,4,7,5,,,,,,,2,0,Completed,1.12,6,1.09,5.25,1.14,5.5,1.17,5.75,1.17,6
4,Auckland,ASB Classic,09/01/2017,ATP250,Outdoor,Hard,1st Round,3,Vesely J.,Zeballos H.,54,69,848,725,6,4,6,3,,,,,,,2,0,Completed,1.44,2.62,1.38,2.6,1.44,2.62,1.43,3.05,1.47,3.05
4,Auckland,ASB Classic,09/01/2017,ATP250,Outdoor,Hard,1st Round,3,Jaziri M.,Schwartzman D.,56,52,814,867,7,6,6,3,,,,,,,2,0,Completed,2.62,1.44,2.4,1.42,2.5,1.48,2.63,1.54,2.66,1.54
4,Auckland,ASB Classic,09/01/2017,ATP250,Outdoor,Hard,1st Round,3,Lopez F.,Venus M.,28,1035,1410,10,3,6,6,4,6,3,,,,,2,1,Completed,1.05,11,1.03,7,1.04,11,1.05,13.04,1.07,13.37
4,Auckland,ASB Classic,09/01/2017,ATP250,Outdoor,Hard,1st Round,3,Brown D.,Mmoh M.,70,195,718,285,7,6,3,6,6,4,,,,,2,1,Completed,1.9,1.8,1.82,1.82,1.91,1.91,2.07,1.83,2.07,2
4,Auckland,ASB Classic,09/01/2017,ATP250,Outdoor,Hard,1st Round,3,Klein B.,Bagnis F.,324,55,148,817,6,1,6,7,7,6,,,,,2,1,Completed,2,1.72,1.95,1.68,2.1,1.73,2.06,1.84,2.1,1.85
4,Auckland,ASB Classic,09/01/2017,ATP250,Outdoor,Hard,1st Round,3,Harrison R.,Garcia-Lopez G.,89,74,632,700,6,1,6,2,,,,,,,2,0,Completed,1.4,2.75,1.4,2.5,1.44,2.75,1.43,3.01,1.48,3.01
4,Auckland,ASB Classic,09/01/2017,ATP250,Outdoor,Hard,1st Round,3,Sousa J.,Ramos-Vinolas A.,44,26,1030,1435,6,1,7,5,,,,,,,2,0,Completed,2.1,1.66,1.95,1.65,2.1,1.67,2.23,1.72,2.25,1.74
4,Auckland,ASB Classic,10/01/2017,ATP250,Outdoor,Hard,1st Round,3,Lu Y.H.,Khachanov K.,61,51,774,875,4,6,7,6,7,6,,,,,2,1,Completed,2,1.72,1.88,1.72,2,1.8,2.15,1.78,2.2,1.86
4,Auckland,ASB Classic,10/01/2017,ATP250,Outdoor,Hard,1st Round,3,Baghdatis M.,Mannarino A.,36,60,1140,781,6,4,6,4,,,,,,,2,0,Completed,2.25,1.57,2.1,1.55,2.38,1.57,2.26,1.7,2.38,1.7
4,Auckland,ASB Classic,10/01/2017,ATP250,Outdoor,Hard,1st Round,3,Chardy J.,Sitak A.,71,N/A,705,N/A,6,4,6,2,,,,,,,2,0,Completed,1.05,11,1.03,7.25,1.05,10,1.09,8.95,1.09,11
4,Auckland,ASB Classic,10/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Haase R.,Ferrer D.,58,21,795,1785,2,6,6,4,7,6,,,,,2,1,Completed,4.33,1.2,3.5,1.22,4,1.25,4.65,1.24,4.65,1.28
4,Auckland,ASB Classic,11/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Sousa J.,Klein B.,44,324,1030,148,6,3,6,4,,,,,,,2,0,Completed,1.28,3.5,1.25,3.1,1.29,3.75,1.27,4.18,1.3,4.18
4,Auckland,ASB Classic,11/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Johnson S.,Lu Y.H.,33,61,1320,774,6,4,7,6,,,,,,,2,0,Completed,1.72,2,1.68,1.95,1.73,2.1,1.81,2.11,1.81,2.13
4,Auckland,ASB Classic,11/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Isner J.,Jaziri M.,19,56,1850,814,6,3,3,6,7,6,,,,,2,1,Completed,1.16,4.5,1.2,3.7,1.18,4.5,1.22,4.85,1.25,4.85
4,Auckland,ASB Classic,11/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Vesely J.,Statham J.,54,434,848,94,6,7,7,5,6,3,,,,,2,1,Completed,1.04,11,,,1.05,10,1.07,10.71,1.07,11
4,Auckland,ASB Classic,11/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Baghdatis M.,Brown D.,36,70,1140,718,4,6,7,6,6,4,,,,,2,1,Completed,1.4,2.75,1.4,2.5,1.44,2.62,1.52,2.73,1.54,2.8
4,Auckland,ASB Classic,11/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Chardy J.,Lopez F.,71,28,705,1410,,,,,,,,,,,,,Walkover,2.2,1.61,2.1,1.55,2.1,1.73,2.12,1.81,2.3,1.81
4,Auckland,ASB Classic,11/01/2017,ATP250,Outdoor,Hard,2nd Round,3,Sock J.,Harrison R.,23,89,1710,632,7,6,4,6,6,1,,,,,2,1,Completed,1.4,2.75,1.38,2.65,1.4,2.75,1.45,2.97,1.45,3.38
